Part Number;Product Image;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Lead Style;Packaging;Image path;Datasheet part;3d model part
RA012020BB20033BF1;Enlarge;2000;20;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB20033BF1\RA012020BB20033BF1.pdf;None
RA012020BB20133BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB20133BJ1\RA012020BB20133BJ1.pdf;None
RA012020BB20136BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB20136BJ1\RA012020BB20136BJ1.pdf;None
RA012020BB20138BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB20138BJ1\RA012020BB20138BJ1.pdf;None
RA012020BB25033BF1;Enlarge;2000;25;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB25033BF1\RA012020BB25033BF1.pdf;None
RA012020BB25036BF1;Enlarge;2000;25;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB25036BF1\RA012020BB25036BF1.pdf;None
RA012020BB25138BJ1;Enlarge;2000;250;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB25138BJ1\RA012020BB25138BJ1.pdf;None
RA012020BB30036BF1;Enlarge;2000;30;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB30036BF1\RA012020BB30036BF1.pdf;None
RA012020BB30136BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB30136BJ1\RA012020BB30136BJ1.pdf;None
RA012020BB30138BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB30138BJ1\RA012020BB30138BJ1.pdf;None
RA012020BB40036BH1;Enlarge;2000;40;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB40036BH1\RA012020BB40036BH1.pdf;None
RA012020BB40133BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB40133BJ1\RA012020BB40133BJ1.pdf;None
RA012020BB40138BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB40138BJ1\RA012020BB40138BJ1.pdf;None
RA012020BB50036BH1;Enlarge;2000;50;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB50036BH1\RA012020BB50036BH1.pdf;None
RA012020BB50038BH1;Enlarge;2000;50;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB50038BH1\RA012020BB50038BH1.pdf;None
RA012020BB60036BH1;Enlarge;2000;60;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB60036BH1\RA012020BB60036BH1.pdf;None
RA012020BB80033BH1;Enlarge;2000;80;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB80033BH1\RA012020BB80033BH1.pdf;None
RA012020BB80036BH1;Enlarge;2000;80;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012020BB80036BH1\RA012020BB80036BH1.pdf;None
RA012085BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB10038BF1\RA012085BB10038BF1.pdf;None
RA012085BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB10138BJ1\RA012085BB10138BJ1.pdf;None
RA012085BB16038BH1;Enlarge;2000;16;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB16038BH1\RA012085BB16038BH1.pdf;None
RA012085BB20038BH1;Enlarge;2000;20;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB20038BH1\RA012085BB20038BH1.pdf;None
RA012085BB25038BH1;Enlarge;2000;25;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB25038BH1\RA012085BB25038BH1.pdf;None
RA012085BB30038BH1;Enlarge;2000;30;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB30038BH1\RA012085BB30038BH1.pdf;None
RA012085BB40038BJ1;Enlarge;2000;40;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB40038BJ1\RA012085BB40038BJ1.pdf;None
RA012085BB50038BJ1;Enlarge;2000;50;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB50038BJ1\RA012085BB50038BJ1.pdf;None
RA012085BB60038BJ1;Enlarge;2000;60;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB60038BJ1\RA012085BB60038BJ1.pdf;None
RA012085BB80038BJ1;Enlarge;2000;80;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB80038BJ1\RA012085BB80038BJ1.pdf;None
RA012085BB93038BF1;Enlarge;2000;3;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB93038BF1\RA012085BB93038BF1.pdf;None
RA012085BB94038BF1;Enlarge;2000;4;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB94038BF1\RA012085BB94038BF1.pdf;None
RA012085BB95015BF1;Enlarge;2000;5;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB95015BF1\RA012085BB95015BF1.pdf;None
RA012085BB95038BF1;Enlarge;2000;5;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB95038BF1\RA012085BB95038BF1.pdf;None
RA012085BB96038BF1;Enlarge;2000;6;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB96038BF1\RA012085BB96038BF1.pdf;None
RA012085BB98015BF1;Enlarge;2000;8;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB98015BF1\RA012085BB98015BF1.pdf;None
RA012085BB98038BF1;Enlarge;2000;8;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RA012085BB98038BF1\RA012085BB98038BF1.pdf;None
RA016040BC10133BH1;Enlarge;3000;100;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10133BH1\RA016040BC10133BH1.pdf;None
RA016040BC10136BH1;Enlarge;3000;100;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10136BH1\RA016040BC10136BH1.pdf;None
RA016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10138BH1\RA016040BC10138BH1.pdf;None
RA016040BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10233BJ1\RA016040BC10233BJ1.pdf;None
RA016040BC10236BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10236BJ1\RA016040BC10236BJ1.pdf;None
RA016040BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC10238BJ1\RA016040BC10238BJ1.pdf;None
RA016040BC12138BH1;Enlarge;3000;120;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC12138BH1\RA016040BC12138BH1.pdf;None
RA016040BC16133BH1;Enlarge;3000;160;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC16133BH1\RA016040BC16133BH1.pdf;None
RA016040BC16136BH1;Enlarge;3000;160;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC16136BH1\RA016040BC16136BH1.pdf;None
RA016040BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC20138BH1\RA016040BC20138BH1.pdf;None
RA016040BC25033BF1;Enlarge;3000;25;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC25033BF1\RA016040BC25033BF1.pdf;None
RA016040BC25133BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC25133BH1\RA016040BC25133BH1.pdf;None
RA016040BC30033BF1;Enlarge;3000;30;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC30033BF1\RA016040BC30033BF1.pdf;None
RA016040BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC30138BH1\RA016040BC30138BH1.pdf;None
RA016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC40038BF1\RA016040BC40038BF1.pdf;None
RA016040BC50033BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC50033BF1\RA016040BC50033BF1.pdf;None
RA016040BC50133BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC50133BJ1\RA016040BC50133BJ1.pdf;None
RA016040BC50138BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC50138BJ1\RA016040BC50138BJ1.pdf;None
RA016040BC80136BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016040BC80136BJ1\RA016040BC80136BJ1.pdf;None
RA016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC10138BF1\RA016070BC10138BF1.pdf;None
RA016070BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC10233BJ1\RA016070BC10233BJ1.pdf;None
RA016070BC10236BJ1;Enlarge;3000;100;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC10236BJ1\RA016070BC10236BJ1.pdf;None
RA016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC10238BJ1\RA016070BC10238BJ1.pdf;None
RA016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC12138BG1\RA016070BC12138BG1.pdf;None
RA016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC12238BJ1\RA016070BC12238BJ1.pdf;None
RA016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC16138BG1\RA016070BC16138BG1.pdf;None
RA016070BC16233BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC16233BJ1\RA016070BC16233BJ1.pdf;None
RA016070BC16236BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC16236BJ1\RA016070BC16236BJ1.pdf;None
RA016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC16238BJ1\RA016070BC16238BJ1.pdf;None
RA016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC20138BH1\RA016070BC20138BH1.pdf;None
RA016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC25138BH1\RA016070BC25138BH1.pdf;None
RA016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC30138BH1\RA016070BC30138BH1.pdf;None
RA016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC40138BH1\RA016070BC40138BH1.pdf;None
RA016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC50038BF1\RA016070BC50038BF1.pdf;None
RA016070BC50133BH1;Enlarge;3000;500;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC50133BH1\RA016070BC50133BH1.pdf;None
RA016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC60038BF1\RA016070BC60038BF1.pdf;None
RA016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC60138BH1\RA016070BC60138BH1.pdf;None
RA016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC80038BF1\RA016070BC80038BF1.pdf;None
RA016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RA016070BC80138BJ1\RA016070BC80138BJ1.pdf;None
RB012020BB10038BF1;Enlarge;2000;10;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB10038BF1\RB012020BB10038BF1.pdf;None
RB012020BB10138BJ1;Enlarge;2000;100;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB10138BJ1\RB012020BB10138BJ1.pdf;None
RB012020BB12038BF1;Enlarge;2000;12;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB12038BF1\RB012020BB12038BF1.pdf;None
RB012020BB12138BJ1;Enlarge;2000;120;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB12138BJ1\RB012020BB12138BJ1.pdf;None
RB012020BB16038BF1;Enlarge;2000;16;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB16038BF1\RB012020BB16038BF1.pdf;None
RB012020BB16138BJ1;Enlarge;2000;160;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB16138BJ1\RB012020BB16138BJ1.pdf;None
RB012020BB20038BF1;Enlarge;2000;20;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB20038BF1\RB012020BB20038BF1.pdf;None
RB012020BB20138BJ1;Enlarge;2000;200;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB20138BJ1\RB012020BB20138BJ1.pdf;None
RB012020BB25038BF1;Enlarge;2000;25;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB25038BF1\RB012020BB25038BF1.pdf;None
RB012020BB25138BJ1;Enlarge;2000;250;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB25138BJ1\RB012020BB25138BJ1.pdf;None
RB012020BB30038BF1;Enlarge;2000;30;R7;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB30038BF1\RB012020BB30038BF1.pdf;None
RB012020BB30138BJ1;Enlarge;2000;300;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB30138BJ1\RB012020BB30138BJ1.pdf;None
RB012020BB40038BH1;Enlarge;2000;40;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB40038BH1\RB012020BB40038BH1.pdf;None
RB012020BB40138BJ1;Enlarge;2000;400;R85;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB40138BJ1\RB012020BB40138BJ1.pdf;None
RB012020BB50038BH1;Enlarge;2000;50;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB50038BH1\RB012020BB50038BH1.pdf;None
RB012020BB60038BH1;Enlarge;2000;60;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB60038BH1\RB012020BB60038BH1.pdf;None
RB012020BB80038BH1;Enlarge;2000;80;R42;NA;NA;Individual;image\capacitors\22110.png;Datasheet\capacitors\RB012020BB80038BH1\RB012020BB80038BH1.pdf;None
RB016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC10138BH1\RB016040BC10138BH1.pdf;None
RB016040BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC10238BJ1\RB016040BC10238BJ1.pdf;None
RB016040BC12138BH1;Enlarge;3000;120;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC12138BH1\RB016040BC12138BH1.pdf;None
RB016040BC16138BH1;Enlarge;3000;160;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC16138BH1\RB016040BC16138BH1.pdf;None
RB016040BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC20138BH1\RB016040BC20138BH1.pdf;None
RB016040BC25038BF1;Enlarge;3000;25;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC25038BF1\RB016040BC25038BF1.pdf;None
RB016040BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC25138BH1\RB016040BC25138BH1.pdf;None
RB016040BC30038BF1;Enlarge;3000;30;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC30038BF1\RB016040BC30038BF1.pdf;None
RB016040BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC30138BH1\RB016040BC30138BH1.pdf;None
RB016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC40038BF1\RB016040BC40038BF1.pdf;None
RB016040BC40138BJ1;Enlarge;3000;400;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC40138BJ1\RB016040BC40138BJ1.pdf;None
RB016040BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC50038BF1\RB016040BC50038BF1.pdf;None
RB016040BC50138BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC50138BJ1\RB016040BC50138BJ1.pdf;None
RB016040BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC60038BF1\RB016040BC60038BF1.pdf;None
RB016040BC60138BJ1;Enlarge;3000;600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC60138BJ1\RB016040BC60138BJ1.pdf;None
RB016040BC80036BG1;Enlarge;3000;80;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC80036BG1\RB016040BC80036BG1.pdf;None
RB016040BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016040BC80138BJ1\RB016040BC80138BJ1.pdf;None
RB016050BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016050BC12238BJ1\RB016050BC12238BJ1.pdf;None
RB016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC10138BF1\RB016070BC10138BF1.pdf;None
RB016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC10238BJ1\RB016070BC10238BJ1.pdf;None
RB016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC12138BG1\RB016070BC12138BG1.pdf;None
RB016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC12238BJ1\RB016070BC12238BJ1.pdf;None
RB016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC16138BG1\RB016070BC16138BG1.pdf;None
RB016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC16238BJ1\RB016070BC16238BJ1.pdf;None
RB016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC20138BH1\RB016070BC20138BH1.pdf;None
RB016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC25138BH1\RB016070BC25138BH1.pdf;None
RB016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC30138BH1\RB016070BC30138BH1.pdf;None
RB016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC40138BH1\RB016070BC40138BH1.pdf;None
RB016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC50038BF1\RB016070BC50038BF1.pdf;None
RB016070BC50138BH1;Enlarge;3000;500;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC50138BH1\RB016070BC50138BH1.pdf;None
RB016070BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC60038BF1\RB016070BC60038BF1.pdf;None
RB016070BC60138BH1;Enlarge;3000;600;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC60138BH1\RB016070BC60138BH1.pdf;None
RB016070BC80038BF1;Enlarge;3000;80;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC80038BF1\RB016070BC80038BF1.pdf;None
RB016070BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RB016070BC80138BJ1\RB016070BC80138BJ1.pdf;None
RC016040BC10138BH1;Enlarge;3000;100;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC10138BH1\RC016040BC10138BH1.pdf;None
RC016040BC10233BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC10233BJ1\RC016040BC10233BJ1.pdf;None
RC016040BC12136BH1;Enlarge;3000;120;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC12136BH1\RC016040BC12136BH1.pdf;None
RC016040BC16138BH1;Enlarge;3000;160;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC16138BH1\RC016040BC16138BH1.pdf;None
RC016040BC20136BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC20136BH1\RC016040BC20136BH1.pdf;None
RC016040BC25038BF1;Enlarge;3000;25;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC25038BF1\RC016040BC25038BF1.pdf;None
RC016040BC25136BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC25136BH1\RC016040BC25136BH1.pdf;None
RC016040BC30038BF1;Enlarge;3000;30;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC30038BF1\RC016040BC30038BF1.pdf;None
RC016040BC30136BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC30136BH1\RC016040BC30136BH1.pdf;None
RC016040BC40038BF1;Enlarge;3000;40;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC40038BF1\RC016040BC40038BF1.pdf;None
RC016040BC40138BJ1;Enlarge;3000;400;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC40138BJ1\RC016040BC40138BJ1.pdf;None
RC016040BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC50038BF1\RC016040BC50038BF1.pdf;None
RC016040BC50136BJ1;Enlarge;3000;500;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC50136BJ1\RC016040BC50136BJ1.pdf;None
RC016040BC60038BF1;Enlarge;3000;60;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC60038BF1\RC016040BC60038BF1.pdf;None
RC016040BC60138BJ1;Enlarge;3000;600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC60138BJ1\RC016040BC60138BJ1.pdf;None
RC016040BC80038BG1;Enlarge;3000;80;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC80038BG1\RC016040BC80038BG1.pdf;None
RC016040BC80138BJ1;Enlarge;3000;800;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016040BC80138BJ1\RC016040BC80138BJ1.pdf;None
RC016070BC10138BF1;Enlarge;3000;100;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC10138BF1\RC016070BC10138BF1.pdf;None
RC016070BC10238BJ1;Enlarge;3000;1000;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC10238BJ1\RC016070BC10238BJ1.pdf;None
RC016070BC12138BG1;Enlarge;3000;120;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC12138BG1\RC016070BC12138BG1.pdf;None
RC016070BC12238BJ1;Enlarge;3000;1200;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC12238BJ1\RC016070BC12238BJ1.pdf;None
RC016070BC16138BG1;Enlarge;3000;160;R16;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC16138BG1\RC016070BC16138BG1.pdf;None
RC016070BC16238BJ1;Enlarge;3000;1600;R85;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC16238BJ1\RC016070BC16238BJ1.pdf;None
RC016070BC20138BH1;Enlarge;3000;200;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC20138BH1\RC016070BC20138BH1.pdf;None
RC016070BC25138BH1;Enlarge;3000;250;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC25138BH1\RC016070BC25138BH1.pdf;None
RC016070BC30138BH1;Enlarge;3000;300;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC30138BH1\RC016070BC30138BH1.pdf;None
RC016070BC40138BH1;Enlarge;3000;400;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC40138BH1\RC016070BC40138BH1.pdf;None
RC016070BC50038BF1;Enlarge;3000;50;R7;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC50038BF1\RC016070BC50038BF1.pdf;None
RC016070BC50138BH1;Enlarge;3000;500;R42;NA;NA;Individual;image\capacitors\22109.png;Datasheet\capacitors\RC016070BC50138BH1\RC016070BC50138BH1.pdf;None
